user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,last_active_date,tenure_days,engagement_band
U000854,2025-07-03,3,regular,web,search,2026-01-30,211,med
U000855,2025-07-16,2,regular,web,organic,2026-01-30,198,med
U000856,2025-12-04,2,value,web,email,2026-01-30,57,med
U000857,2025-07-05,2,premium,mobile,search,2026-01-30,209,high
U000858,2025-05-19,3,value,mobile,search,2026-01-30,256,low
U000859,2025-10-19,2,value,web,email,2026-01-30,103,low
U000860,2025-11-22,1,premium,web,search,2026-01-30,69,high
U000861,2026-01-03,2,premium,mobile,email,2026-01-30,27,high
U000862,2025-12-23,2,value,mobile,paid_social,2026-01-30,38,low
U000863,2025-06-04,1,regular,mobile,paid_social,2026-01-30,240,med
U000864,2025-11-14,2,regular,web,organic,2026-01-30,77,high
U000865,2025-12-03,1,value,mobile,organic,2026-01-30,58,low
U000866,2025-10-27,3,value,mobile,search,2026-01-30,95,low
U000867,2025-11-26,2,value,web,organic,2026-01-30,65,low
U000868,2025-12-01,1,regular,mobile,organic,2026-01-30,60,med
U000869,2025-08-25,1,regular,web,paid_social,2026-01-30,158,med
U000870,2025-05-15,1,regular,mobile,paid_social,2026-01-30,260,med
U000871,2025-08-27,2,value,web,organic,2026-01-30,156,med
U000872,2025-06-24,1,premium,web,paid_social,2026-01-30,220,high
U000873,2025-06-02,2,regular,mobile,email,2026-01-30,242,med
U000874,2025-06-05,1,premium,mobile,paid_social,2026-01-30,239,high
U000875,2025-10-27,2,value,web,referral,2026-01-30,95,low
U000876,2025-09-08,2,regular,mobile,paid_social,2026-01-30,144,med
U000877,2025-09-17,2,regular,web,organic,2026-01-30,135,med
U000878,2025-11-08,2,value,web,search,2026-01-30,83,low
U000879,2025-09-19,1,value,mobile,email,2026-01-30,133,low
U000880,2025-10-10,1,value,web,paid_social,2026-01-30,112,low
U000881,2025-05-26,1,value,web,referral,2026-01-30,249,low
U000882,2025-12-04,3,regular,unknown,email,2026-01-30,57,med
U000883,2025-08-25,3,value,web,organic,2026-01-30,158,low
U000884,2025-06-12,3,value,web,organic,2026-01-30,232,low
U000885,2025-11-25,2,regular,web,paid_social,2026-01-30,66,high
U000886,2025-11-05,2,value,mobile,organic,2026-01-30,86,low
U000887,2025-05-18,2,value,web,search,2026-01-30,257,low
U000888,2025-06-22,3,regular,web,referral,2026-01-30,222,med
U000889,2025-05-08,3,value,mobile,paid_social,2026-01-30,267,low
U000890,2025-07-11,3,value,web,organic,2026-01-30,203,med
U000891,2025-05-30,3,value,web,paid_social,2026-01-30,245,med
U000892,2025-10-30,2,value,mobile,organic,2026-01-30,92,low
U000893,2025-09-13,3,regular,mobile,referral,2026-01-30,139,med
U000894,2026-01-06,3,value,web,organic,2026-01-30,24,med
U000895,2025-11-09,2,value,mobile,referral,2026-01-30,82,low
U000896,2025-10-05,3,premium,mobile,search,2026-01-30,117,high
U000897,2025-09-09,1,premium,web,search,2026-01-30,143,high
U000898,2025-05-18,3,value,mobile,search,2026-01-30,257,med
U000899,2025-05-22,3,value,mobile,organic,2026-01-30,253,med
U000900,2025-10-06,1,regular,mobile,search,2026-01-30,116,high
U000901,2025-05-06,2,regular,mobile,referral,2026-01-30,269,high
U000902,2025-05-15,1,regular,mobile,referral,2026-01-30,260,med
U000903,2025-06-29,3,value,mobile,organic,2026-01-30,215,low
U000904,2025-12-12,3,value,mobile,paid_social,2026-01-30,49,low
U000905,2025-08-28,2,regular,mobile,referral,2026-01-30,155,high
U000906,2025-10-30,3,premium,mobile,referral,2026-01-29,91,high
U000907,2025-08-16,1,premium,mobile,search,2026-01-30,167,high
U000908,2025-06-17,2,value,mobile,organic,2026-01-30,227,low
U000909,2025-08-06,2,regular,web,email,2026-01-30,177,high
U000910,2025-05-28,1,value,web,search,2026-01-30,247,low
U000911,2025-11-14,2,regular,mobile,search,2026-01-30,77,high
U000912,2025-06-20,2,premium,web,paid_social,2026-01-30,224,high
U000913,2025-08-07,2,regular,mobile,organic,2026-01-30,176,med
U000914,2026-01-05,2,value,mobile,referral,2026-01-30,25,med
U000915,2025-09-30,3,regular,mobile,organic,2026-01-30,122,med
U000916,2025-08-28,2,regular,web,paid_social,2026-01-30,155,med
U000917,2025-09-18,3,regular,mobile,email,2026-01-30,134,high
U000918,2025-11-17,2,value,web,email,2026-01-30,74,low
U000919,2025-07-07,2,premium,web,email,2026-01-30,207,high
U000920,2025-10-11,2,value,web,referral,2026-01-30,111,med
U000921,2025-12-10,2,value,web,organic,2026-01-30,51,med
U000922,2025-09-25,2,value,web,email,2026-01-30,127,low
U000923,2025-08-25,2,value,mobile,email,2026-01-30,158,med
U000924,2025-06-10,1,value,mobile,search,2026-01-30,234,low
U000925,2025-07-06,2,regular,web,search,2026-01-30,208,high
U000926,2025-12-28,2,value,web,organic,2026-01-30,33,low
U000927,2025-09-17,2,value,web,paid_social,2026-01-30,135,med
U000928,2025-07-19,3,value,mobile,paid_social,2026-01-30,195,low
U000929,2025-08-18,2,value,mobile,search,2026-01-30,165,med
U000930,2025-09-27,3,premium,web,search,2026-01-30,125,high
U000931,2025-09-16,3,premium,web,search,2026-01-30,136,high
U000932,2025-10-27,3,value,web,organic,2026-01-30,95,low
U000933,2025-07-08,3,regular,mobile,email,2026-01-30,206,high
U000934,2025-10-14,1,regular,web,organic,2026-01-30,108,high
U000935,2025-08-24,2,premium,web,organic,2026-01-30,159,high
U000936,2025-12-27,1,value,web,organic,2026-01-30,34,low
U000937,2025-06-13,3,value,web,referral,2026-01-30,231,low
U000938,2025-06-11,2,regular,web,referral,2026-01-30,233,med
U000939,2025-08-28,2,premium,web,organic,2026-01-30,155,high
U000940,2025-09-09,3,regular,mobile,organic,2026-01-30,143,med
U000941,2025-10-25,1,regular,web,search,2026-01-30,97,high
U000942,2025-08-14,2,value,web,organic,2026-01-30,169,low
U000943,2025-12-20,2,regular,mobile,paid_social,2026-01-30,41,med
U000944,2025-09-01,1,premium,web,organic,2026-01-30,151,high
U000945,2025-06-06,2,regular,mobile,search,2026-01-30,238,high
U000946,2025-06-03,3,regular,mobile,search,2026-01-30,241,med
U000947,2026-01-04,1,regular,web,search,2026-01-30,26,med
U000948,2025-06-07,2,regular,mobile,search,2026-01-30,237,med
U000949,2025-12-28,2,regular,mobile,organic,2026-01-30,33,high
U000950,2025-07-13,2,regular,mobile,organic,2026-01-30,201,high
U000951,2025-05-28,1,premium,web,organic,2026-01-30,247,high
U000952,2025-07-20,3,regular,web,organic,2026-01-30,194,high
U000953,2025-10-06,3,value,web,email,2026-01-30,116,low
U000954,2025-08-20,1,value,mobile,organic,2026-01-30,163,low
U000955,2025-11-18,2,value,mobile,organic,2026-01-30,73,low
U000956,2025-10-05,2,value,web,organic,2026-01-30,117,med
U000957,2025-08-13,2,value,web,paid_social,2026-01-30,170,med
U000958,2025-10-11,2,regular,web,email,2026-01-30,111,high
U000959,2026-01-03,1,value,web,referral,2026-01-30,27,med
U000960,2025-08-16,1,value,mobile,paid_social,2026-01-30,167,low
U000961,2025-06-12,3,regular,web,referral,2026-01-30,232,med
U000962,2025-08-15,2,value,mobile,search,2026-01-30,168,low
U000963,2025-12-01,3,regular,mobile,referral,2026-01-30,60,med
U000964,2025-06-28,2,premium,mobile,referral,2026-01-30,216,high
U000965,2025-12-29,3,regular,mobile,organic,2026-01-30,32,high
U000966,2025-09-29,1,value,web,search,2026-01-30,123,low
U000967,2025-10-02,1,value,mobile,organic,2026-01-30,120,med
U000968,2025-07-23,3,regular,mobile,organic,2026-01-30,191,high
U000969,2025-12-22,3,regular,web,referral,2026-01-30,39,med
U000970,2025-05-14,2,value,web,organic,2026-01-30,261,low
U000971,2025-07-18,2,regular,web,paid_social,2026-01-30,196,high
U000972,2025-08-18,2,regular,web,email,2026-01-30,165,high
U000973,2025-09-01,2,value,web,search,2026-01-30,151,low
U000974,2025-09-01,1,regular,web,search,2026-01-30,151,med
U000975,2025-06-11,3,value,mobile,paid_social,2026-01-30,233,med
U000976,2025-06-30,2,value,web,referral,2026-01-30,214,low
U000977,2025-05-28,2,regular,web,organic,2026-01-30,247,med
U000978,2025-09-25,1,value,web,organic,2026-01-30,127,low
U000979,2025-08-01,1,regular,web,paid_social,2026-01-30,182,high
U000980,2025-09-24,2,regular,mobile,email,2026-01-30,128,med
U000981,2025-09-30,2,value,web,organic,2026-01-30,122,low
U000982,2025-10-28,2,premium,web,search,2026-01-30,94,high
U000983,2025-09-19,1,value,web,email,2026-01-30,133,low
U000984,2025-10-14,3,value,web,organic,2026-01-30,108,med
U000985,2025-09-29,2,premium,mobile,organic,2026-01-30,123,high
U000986,2025-10-15,3,regular,mobile,paid_social,2026-01-30,107,med
U000987,2025-10-06,1,regular,web,organic,2026-01-30,116,high
U000988,2025-07-23,2,value,mobile,organic,2026-01-30,191,low
U000989,2025-07-05,2,value,web,paid_social,2026-01-30,209,low
U000990,2025-11-18,2,regular,mobile,paid_social,2026-01-30,73,med
U000991,2025-07-30,2,value,mobile,search,2026-01-30,184,low
U000992,2025-09-19,1,value,web,search,2026-01-30,133,low
U000993,2025-06-23,2,regular,mobile,search,2026-01-30,221,high
U000994,2025-08-21,2,value,mobile,paid_social,2026-01-30,162,low
U000995,2025-09-14,2,value,web,referral,2026-01-30,138,low
U000996,2025-10-09,1,value,mobile,referral,2026-01-30,113,low
U000997,2025-09-14,2,regular,mobile,paid_social,2026-01-30,138,med
U000998,2025-08-03,2,regular,web,referral,2026-01-30,180,med
U000999,2026-01-01,2,premium,mobile,referral,2026-01-30,29,high
U001000,2025-09-10,2,value,mobile,organic,2026-01-30,142,low
U001001,2025-11-23,2,value,web,email,2026-01-30,68,low
U001002,2025-11-05,3,regular,web,referral,2026-01-30,86,high
U001003,2025-09-22,2,value,mobile,organic,2026-01-30,130,low
U001004,2025-12-13,2,regular,mobile,organic,2026-01-30,48,med
U001005,2025-06-06,3,premium,web,paid_social,2026-01-30,238,high
U001006,2025-12-22,2,regular,web,search,2026-01-30,39,high
U001007,2025-12-04,3,regular,web,paid_social,2026-01-30,57,high
U001008,2025-09-08,3,premium,mobile,search,2026-01-30,144,high
U001009,2025-11-05,1,value,mobile,organic,2026-01-30,86,med
U001010,2025-09-12,2,premium,web,organic,2026-01-30,140,high
U001011,2025-07-11,2,regular,mobile,referral,2026-01-30,203,low
U001012,2025-11-21,3,regular,mobile,organic,2026-01-30,70,high
U001013,2025-07-05,2,premium,web,paid_social,2026-01-30,209,high
U001014,2025-07-22,1,regular,web,organic,2026-01-30,192,high
U001015,2025-09-12,2,regular,mobile,search,2026-01-30,140,high
U001016,2025-12-01,1,value,web,search,2026-01-30,60,low
U001017,2025-08-09,3,regular,web,organic,2026-01-30,174,med
U001018,2025-09-06,2,regular,mobile,paid_social,2026-01-30,146,med
U001019,2025-05-15,2,value,mobile,paid_social,2026-01-30,260,low
U001020,2025-06-03,3,regular,web,organic,2026-01-30,241,med
U001021,2025-05-19,2,regular,mobile,search,2026-01-30,256,high
U001022,2025-05-23,2,regular,mobile,paid_social,2026-01-30,252,low
U001023,2025-12-08,3,value,web,paid_social,2026-01-30,53,low
U001024,2025-12-02,3,regular,web,search,2026-01-30,59,low
U001025,2025-11-27,3,value,mobile,paid_social,2026-01-30,64,low
U001026,2025-05-18,1,value,mobile,organic,2026-01-30,257,med
U001027,2025-05-24,2,regular,web,organic,2026-01-30,251,high
U001028,2025-07-14,1,value,mobile,paid_social,2026-01-30,200,low
U001029,2025-09-23,3,value,mobile,paid_social,2026-01-30,129,low
U001030,2025-07-27,2,regular,mobile,referral,2026-01-30,187,med
U001031,2025-09-04,2,value,mobile,organic,2026-01-30,148,med
U001032,2025-06-17,1,premium,web,search,2026-01-30,227,high
U001033,2025-11-04,2,premium,web,paid_social,2026-01-30,87,high
U001034,2025-07-22,2,regular,web,organic,2026-01-30,192,low
U001035,2025-05-21,1,premium,mobile,search,2026-01-30,254,high
U001036,2025-11-07,1,premium,mobile,paid_social,2026-01-30,84,high
U001037,2025-12-17,3,value,mobile,organic,2026-01-30,44,low
U001038,2025-05-08,3,regular,web,search,2026-01-30,267,low
U001039,2025-08-22,1,value,mobile,organic,2026-01-30,161,low
U001040,2025-11-28,2,regular,web,email,2026-01-30,63,high
U001041,2025-10-29,3,regular,web,organic,2026-01-30,93,med
U001042,2025-12-05,2,value,web,organic,2026-01-30,56,low
U001043,2025-08-17,2,value,mobile,organic,2026-01-30,166,med
U001044,2025-08-06,2,premium,web,organic,2026-01-30,177,high
U001045,2025-10-30,2,value,mobile,organic,2026-01-30,92,low
U001046,2025-06-12,1,value,mobile,paid_social,2026-01-30,232,low
U001047,2025-07-04,2,value,mobile,organic,2026-01-30,210,low
U001048,2025-10-02,1,regular,web,organic,2026-01-30,120,med
U001049,2025-10-19,1,regular,mobile,organic,2026-01-30,103,high
U001050,2025-06-04,2,regular,mobile,search,2026-01-30,240,med
U001051,2025-09-09,3,regular,web,organic,2026-01-30,143,high
U001052,2025-08-04,3,value,mobile,paid_social,2026-01-30,179,low
U001053,2025-09-07,2,value,mobile,paid_social,2026-01-30,145,low
U001054,2025-12-31,2,regular,web,paid_social,2026-01-30,30,high
U001055,2025-05-24,2,regular,web,organic,2026-01-30,251,med
U001056,2026-01-09,2,regular,web,referral,2026-01-30,21,med
U001057,2025-08-25,2,regular,web,paid_social,2026-01-30,158,high
U001058,2025-11-14,2,regular,mobile,organic,2026-01-30,77,high
U001059,2025-08-19,2,regular,web,search,2026-01-30,164,high
U001060,2025-07-22,3,regular,web,paid_social,2026-01-30,192,high
U001061,2025-11-14,3,regular,web,organic,2026-01-30,77,med
U001062,2025-10-24,1,regular,web,search,2026-01-30,98,med
U001063,2025-06-10,2,regular,web,paid_social,2026-01-30,234,high
U001064,2025-10-29,1,premium,mobile,organic,2026-01-30,93,high
U001065,2025-11-10,2,regular,web,email,2026-01-30,81,med
U001066,2025-08-10,2,value,web,organic,2026-01-30,173,low
U001067,2025-12-23,1,value,mobile,organic,2026-01-30,38,low
U001068,2025-10-12,3,regular,mobile,organic,2026-01-30,110,low
U001069,2025-07-27,2,regular,web,search,2026-01-30,187,med
U001070,2025-05-07,3,regular,web,referral,2026-01-30,268,high
U001071,2025-10-21,1,regular,web,referral,2026-01-30,101,low
U001072,2025-06-26,1,value,web,email,2026-01-30,218,low
U001073,2025-11-10,2,regular,web,search,2026-01-30,81,med
U001074,2025-09-13,1,regular,mobile,search,2026-01-30,139,high
U001075,2025-08-30,2,regular,mobile,search,2026-01-30,153,med
U001076,2025-06-15,3,regular,web,organic,2026-01-30,229,high
U001077,2025-10-30,1,value,mobile,email,2026-01-30,92,low
U001078,2025-06-15,1,regular,web,search,2026-01-30,229,med
U001079,2025-08-17,2,regular,web,search,2026-01-30,166,high
U001080,2025-11-30,2,premium,web,search,2026-01-30,61,high
U001081,2025-12-22,2,regular,web,referral,2026-01-30,39,med
U001082,2026-01-08,2,value,mobile,organic,2026-01-30,22,low
U001083,2025-12-31,3,regular,web,paid_social,2026-01-30,30,high
U001084,2025-09-21,1,regular,mobile,paid_social,2026-01-30,131,med
U001085,2025-06-24,2,value,web,referral,2026-01-30,220,med
U001086,2025-12-01,2,regular,mobile,organic,2026-01-30,60,high
U001087,2025-11-22,3,value,mobile,organic,2026-01-30,69,low
U001088,2026-01-08,2,value,web,search,2026-01-30,22,low
U001089,2025-10-15,2,value,web,referral,2026-01-30,107,low
U001090,2025-06-09,1,value,mobile,email,2026-01-30,235,med
U001091,2025-09-08,1,premium,web,paid_social,2026-01-30,144,high
U001092,2025-08-25,1,regular,web,organic,2026-01-30,158,med
U001093,2025-12-02,2,value,mobile,organic,2026-01-30,59,med
U001094,2025-08-11,2,regular,web,paid_social,2026-01-30,172,high
U001095,2025-07-26,2,regular,web,organic,2026-01-30,188,med
U001096,2025-05-25,1,value,web,search,2026-01-30,250,med
U001097,2025-11-30,3,value,web,referral,2026-01-30,61,low
U001098,2025-11-10,3,regular,web,search,2026-01-30,81,low
U001099,2025-05-15,1,value,web,search,2026-01-30,260,med
U001100,2025-08-21,1,regular,web,organic,2026-01-30,162,med
U001101,2025-09-02,1,value,web,organic,2026-01-30,150,low
U001102,2025-08-30,3,regular,web,paid_social,2026-01-30,153,med
U001103,2025-12-21,1,regular,mobile,search,2026-01-30,40,med
U001104,2025-06-11,2,value,mobile,organic,2026-01-30,233,low
U001105,2025-07-20,2,value,web,organic,2026-01-30,194,low
U001106,2025-06-19,3,premium,web,organic,2026-01-30,225,high
U001107,2025-07-05,2,regular,mobile,paid_social,2026-01-30,209,med
U001108,2025-12-18,2,regular,web,paid_social,2026-01-30,43,high
U001109,2025-12-27,3,value,web,search,2026-01-30,34,low
U001110,2025-05-16,1,value,mobile,search,2026-01-30,259,low
U001111,2025-10-10,3,regular,web,organic,2026-01-30,112,med
U001112,2025-07-02,1,premium,mobile,search,2026-01-30,212,high
U001113,2025-06-22,2,value,mobile,organic,2026-01-30,222,low
U001114,2025-07-17,3,regular,mobile,email,2026-01-30,197,high
U001115,2025-06-22,2,regular,web,organic,2026-01-30,222,high
U001116,2025-09-05,2,value,web,search,2026-01-30,147,low
U001117,2026-01-09,2,value,web,organic,2026-01-30,21,low
U001118,2025-09-29,2,value,mobile,referral,2026-01-30,123,low
U001119,2025-11-02,2,regular,mobile,organic,2026-01-30,89,med
U001120,2025-09-05,2,regular,mobile,email,2026-01-30,147,low
U001121,2025-05-08,2,regular,web,organic,2026-01-30,267,high
U001122,2025-05-26,2,value,mobile,referral,2026-01-30,249,med
U001123,2025-07-11,2,regular,web,paid_social,2026-01-30,203,high
U001124,2025-07-05,2,regular,mobile,organic,2026-01-30,209,high
U001125,2025-12-01,2,regular,web,organic,2026-01-30,60,high
U001126,2025-12-02,1,regular,web,search,2026-01-30,59,med
U001127,2025-12-05,3,value,web,referral,2026-01-30,56,low
U001128,2025-10-12,2,regular,mobile,referral,2026-01-30,110,high
U001129,2025-09-21,1,regular,web,organic,2026-01-30,131,high
U001130,2025-10-14,2,value,web,search,2026-01-30,108,low
U001131,2025-08-15,3,value,web,organic,2026-01-30,168,med
U001132,2025-10-20,1,regular,web,organic,2026-01-30,102,med
U001133,2025-11-20,1,regular,mobile,paid_social,2026-01-30,71,med
U001134,2025-11-12,1,value,web,search,2026-01-30,79,med
U001135,2025-10-06,1,premium,web,organic,2026-01-30,116,high
U001136,2025-05-19,3,regular,mobile,referral,2026-01-30,256,high
U001137,2025-11-02,3,value,web,paid_social,2026-01-30,89,med
U001138,2025-08-05,1,regular,web,paid_social,2026-01-30,178,med
U001139,2025-11-07,2,regular,web,organic,2026-01-30,84,med
U001140,2025-09-17,1,premium,web,email,2026-01-30,135,high
U001141,2025-12-12,2,value,web,search,2026-01-30,49,med
U001142,2025-07-28,3,value,web,search,2026-01-30,186,med
U001143,2025-12-24,2,regular,web,organic,2026-01-30,37,med
U001144,2025-12-02,1,value,mobile,referral,2026-01-30,59,low
U001145,2025-07-27,2,regular,mobile,search,2026-01-30,187,high
U001146,2025-09-03,3,regular,unknown,referral,2026-01-30,149,med
U001147,2025-09-15,2,value,web,paid_social,2026-01-30,137,low
U001148,2025-11-13,1,regular,web,referral,2026-01-30,78,high
U001149,2025-10-24,1,premium,mobile,paid_social,2026-01-30,98,high
U001150,2025-12-04,2,regular,mobile,email,2026-01-30,57,high
U001151,2025-08-05,2,regular,web,organic,2026-01-30,178,med
U001152,2025-09-08,3,value,web,organic,2026-01-30,144,low
U001153,2025-08-21,3,value,web,paid_social,2026-01-30,162,med
U001154,2025-12-19,3,premium,web,search,2026-01-30,42,high
U001155,2025-07-20,3,regular,web,paid_social,2026-01-30,194,med
U001156,2025-09-29,1,regular,web,paid_social,2026-01-30,123,med
U001157,2025-06-04,2,premium,mobile,search,2026-01-30,240,high
U001158,2025-12-04,2,value,mobile,referral,2026-01-30,57,low
U001159,2025-08-09,2,regular,mobile,organic,2026-01-30,174,med
U001160,2025-07-29,3,value,web,referral,2026-01-30,185,low
U001161,2025-09-28,2,value,mobile,organic,2026-01-30,124,med
U001162,2025-09-07,3,regular,mobile,paid_social,2026-01-30,145,high
U001163,2025-12-03,2,regular,web,referral,2026-01-30,58,med
U001164,2025-09-15,2,premium,mobile,organic,2026-01-30,137,high
U001165,2025-09-11,2,value,mobile,organic,2026-01-30,141,med
U001166,2025-05-31,1,regular,mobile,organic,2026-01-30,244,high
U001167,2025-05-10,1,regular,web,search,2026-01-30,265,high
U001168,2025-08-13,2,regular,mobile,search,2026-01-30,170,med
U001169,2026-01-10,1,premium,web,organic,2026-01-30,20,high
U001170,2025-12-21,3,regular,web,referral,2026-01-30,40,med
U001171,2025-10-09,1,regular,unknown,organic,2026-01-30,113,high
U001172,2025-10-10,1,value,web,search,2026-01-30,112,low
U001173,2025-08-11,3,value,web,paid_social,2026-01-30,172,med
U001174,2025-06-18,1,premium,web,organic,2026-01-30,226,high
U001175,2025-05-07,3,regular,mobile,organic,2026-01-30,268,high
U001176,2025-07-29,2,value,web,email,2026-01-30,185,low
U001177,2025-07-23,1,value,mobile,paid_social,2026-01-30,191,low
U001178,2025-06-22,2,regular,web,organic,2026-01-30,222,high
U001179,2025-07-09,2,regular,unknown,referral,2026-01-29,204,high
U001180,2025-05-11,3,value,mobile,search,2026-01-30,264,low
U001181,2025-10-04,3,regular,mobile,organic,2026-01-30,118,high
U001182,2025-12-23,2,regular,mobile,paid_social,2026-01-30,38,med
U001183,2025-10-25,2,regular,mobile,search,2026-01-30,97,med
U001184,2025-08-25,2,value,web,organic,2026-01-30,158,low
U001185,2025-08-18,2,regular,web,referral,2026-01-30,165,high
U001186,2025-07-21,3,value,web,organic,2026-01-30,193,low
U001187,2025-06-09,2,value,web,organic,2026-01-30,235,low
U001188,2025-10-02,2,regular,web,organic,2026-01-30,120,high
U001189,2025-09-24,2,regular,web,paid_social,2026-01-30,128,low
U001190,2025-05-06,3,value,mobile,paid_social,2026-01-30,269,low
U001191,2025-08-17,3,premium,mobile,email,2026-01-30,166,high
U001192,2025-07-13,1,value,mobile,organic,2026-01-30,201,med
U001193,2025-06-16,1,regular,mobile,referral,2026-01-30,228,med
U001194,2025-10-28,2,premium,web,search,2026-01-30,94,high
U001195,2025-09-13,2,regular,web,organic,2026-01-30,139,med
U001196,2025-10-11,2,regular,mobile,organic,2026-01-30,111,med
U001197,2025-10-31,1,regular,mobile,referral,2026-01-30,91,med
U001198,2026-01-06,2,regular,web,organic,2026-01-30,24,high
U001199,2025-11-22,2,regular,web,paid_social,2026-01-30,69,low
U001200,2025-10-07,2,regular,web,search,2026-01-30,115,low
U001201,2025-12-11,2,value,web,organic,2026-01-30,50,low
U001202,2025-09-01,2,regular,web,email,2026-01-30,151,med
U001203,2026-01-07,2,value,web,referral,2026-01-30,23,med
U001204,2025-11-12,3,premium,mobile,search,2026-01-30,79,med
U001205,2025-10-15,2,value,mobile,paid_social,2026-01-30,107,med
U001206,2025-12-17,2,value,web,search,2026-01-30,44,low
U001207,2025-09-11,2,premium,mobile,paid_social,2026-01-30,141,high
U001208,2025-11-01,1,value,mobile,organic,2026-01-30,90,low
U001209,2025-07-15,2,value,web,search,2026-01-30,199,med
U001210,2026-01-01,2,regular,mobile,organic,2026-01-30,29,high
U001211,2025-10-08,3,value,web,search,2026-01-30,114,med
U001212,2025-11-17,2,value,mobile,search,2026-01-30,74,low
U001213,2025-08-28,1,regular,web,organic,2026-01-30,155,high
U001214,2025-12-08,2,value,mobile,email,2026-01-30,53,low
U001215,2025-05-23,1,value,mobile,organic,2026-01-30,252,low
U001216,2025-06-02,2,value,unknown,organic,2026-01-30,242,low
U001217,2025-09-09,3,value,web,search,2026-01-30,143,low
U001218,2025-11-04,2,value,web,paid_social,2026-01-30,87,med
U001219,2025-11-24,2,value,mobile,organic,2026-01-30,67,low
U001220,2025-08-23,2,regular,mobile,search,2026-01-30,160,high
U001221,2025-10-15,2,regular,web,paid_social,2026-01-30,107,high
U001222,2025-09-20,3,value,mobile,organic,2026-01-30,132,med
U001223,2026-01-01,2,value,web,email,2026-01-30,29,med
U001224,2025-10-16,2,premium,web,organic,2026-01-30,106,high
U001225,2025-08-17,2,regular,web,paid_social,2026-01-30,166,low
U001226,2026-01-03,1,regular,web,organic,2026-01-30,27,high
U001227,2025-05-31,1,regular,web,paid_social,2026-01-30,244,high
U001228,2026-01-07,1,value,web,referral,2026-01-30,23,low
U001229,2025-06-12,2,regular,web,organic,2026-01-30,232,high
U001230,2025-07-16,3,premium,mobile,organic,2026-01-30,198,high
U001231,2025-11-27,2,premium,web,organic,2026-01-30,64,high
U001232,2025-11-05,1,value,mobile,organic,2026-01-30,86,med
U001233,2026-01-03,1,value,mobile,email,2026-01-30,27,low
U001234,2025-11-09,2,value,mobile,paid_social,2026-01-30,82,low
U001235,2025-10-11,3,value,web,paid_social,2026-01-30,111,low
U001236,2025-07-30,2,value,mobile,email,2026-01-30,184,low
U001237,2025-05-06,3,regular,web,referral,2026-01-30,269,low
U001238,2025-06-05,3,value,web,referral,2026-01-30,239,med
U001239,2025-07-18,1,premium,web,organic,2026-01-30,196,high
U001240,2025-05-15,2,value,web,organic,2026-01-30,260,low
U001241,2025-09-09,3,value,mobile,organic,2026-01-30,143,med
U001242,2025-11-16,2,premium,mobile,search,2026-01-30,75,high
U001243,2026-01-01,1,regular,mobile,search,2026-01-30,29,high
U001244,2025-09-04,3,value,web,organic,2026-01-30,148,low
U001245,2025-12-10,3,regular,mobile,search,2026-01-30,51,high
U001246,2026-01-07,2,value,mobile,search,2026-01-30,23,med
U001247,2025-12-06,2,value,web,organic,2026-01-30,55,med
U001248,2025-08-29,1,regular,web,organic,2026-01-30,154,low
U001249,2025-07-25,3,value,mobile,search,2026-01-30,189,med
U001250,2026-01-05,2,regular,web,search,2026-01-30,25,high
U001251,2025-07-04,1,value,web,paid_social,2026-01-30,210,low
U001252,2025-08-16,2,regular,mobile,paid_social,2026-01-30,167,med
U001253,2025-05-23,3,regular,web,organic,2026-01-30,252,high
U001254,2025-11-20,3,value,web,organic,2026-01-30,71,med
U001255,2025-10-15,2,value,web,organic,2026-01-30,107,low
U001256,2025-05-26,1,regular,mobile,organic,2026-01-30,249,med
U001257,2025-06-29,3,regular,mobile,search,2026-01-30,215,high
U001258,2025-09-21,3,regular,mobile,email,2026-01-30,131,high
U001259,2025-09-17,2,regular,mobile,organic,2026-01-30,135,high
U001260,2025-11-22,2,regular,mobile,organic,2026-01-30,69,med
U001261,2025-07-10,2,value,mobile,paid_social,2026-01-30,204,med
U001262,2025-12-23,2,regular,web,search,2026-01-30,38,high
U001263,2025-08-24,1,value,web,organic,2026-01-30,159,low
U001264,2025-11-27,1,regular,mobile,organic,2026-01-30,64,med
U001265,2025-07-03,1,value,mobile,email,2026-01-30,211,med
U001266,2025-05-14,3,value,web,organic,2026-01-30,261,med
U001267,2025-05-18,1,regular,mobile,paid_social,2026-01-30,257,med
U001268,2025-08-06,1,regular,mobile,referral,2026-01-30,177,high
U001269,2025-12-30,2,regular,web,organic,2026-01-30,31,high
U001270,2025-05-17,1,regular,web,paid_social,2026-01-30,258,med
U001271,2025-08-05,1,premium,web,organic,2026-01-30,178,high
U001272,2025-06-01,2,regular,web,organic,2026-01-30,243,med
U001273,2025-12-24,2,premium,web,organic,2026-01-30,37,high
U001274,2025-10-21,2,regular,web,email,2026-01-30,101,med
U001275,2025-11-12,3,regular,web,organic,2026-01-30,79,med
U001276,2025-10-31,1,regular,web,organic,2026-01-30,91,med
U001277,2025-10-16,3,regular,mobile,email,2026-01-30,106,med
U001278,2025-11-15,3,value,mobile,organic,2026-01-30,76,low
U001279,2025-05-07,3,regular,web,referral,2026-01-30,268,med
U001280,2025-12-08,2,value,web,paid_social,2026-01-30,53,low
U001281,2025-11-06,2,value,web,search,2026-01-30,85,low
